total,child,id,pais
IMPORT POLICIES,Tariffs,58,TUNISIA
Tariffs,"Tunisia’s average Most-Favored-Nation (MFN) applied tariff rate was 11.6 percent in 2016 (latest data available). Tunisia’s average MFN applied tariff rate was 31 percent for agricultural products and 8.3 percent for non-agricultural products in 2016 (latest data available). Tunisia has bound 58 percent of its tariff lines in the World Trade Organization (WTO), with an average WTO bound tariff rate of 57.9 percent. Imported goods in Tunisia can be subject to tariff rates as high as 200 percent. Tunisia’s 2018 Finance Law increased tariffs on certain products including consumer goods, such as washing machines and video monitors. In addition, certain products that had been duty-free are now subject to a 15 percent tariff, such as: soda ash, lubricating oils, soap, pesticides, natural pearls, and dishwashers. Agricultural goods are subject to customs tariffs ranging from zero percent to 36 percent, with most agricultural imports at the high end of that range. All imported goods are also subject to a customs administrative fee amounting to three percent of the total duties paid on the import.",58,TUNISIA
Non-Tariff Barriers,"Tunisia maintains a number of non-tariff barriers. Approximately three percent of imported goods, including agricultural products, automobiles, and textiles, require an import license issued by the Ministry of Trade and Export Development. Tunisia also imposes certain quotas, especially for imported consumer goods that compete with local products. Importers of these goods must request an allotment from the Tunisian Government to receive an import license. The licenses are typically valid for 12 months after issuance by the Ministry of Trade and Export Development. Several agricultural products are also subject to burdensome technical import requirements set out in a Book of Specifications. Tunisian law prohibits the export of foreign currency from Tunisia as payment for imports prior to the presentation of documents to the importer’s bank confirming shipment of the merchandise from the country FOREIGN TRADE BARRIERS | 495 of origin. In addition, the Central Bank of Tunisia prohibits Tunisian purchasers from using foreign currency to pay for specific imported goods until their banks confirm that they have sufficient foreign currency in their accounts. These requirements remain a source of confusion and difficulty for some U.S. companies. The Tunisian Central Pharmacy maintains a monopoly on pharmaceutical imports. Some companies complain that they face pressure to lower drug prices in order to obtain market authorization and, following authorization, encounter reimbursement delays of up to one year.",58,TUNISIA
SANITARY AND PHYTOSANITARY BARRIERS,"In 2019, Tunisia’s Parliament passed the Food and Feed Safety Law; however, it is not yet in effect and there is no known timetable for implementation. Once fully enacted, the law will repeal and replace a number of food and feed safety regulations.",58,TUNISIA
SUBSIDIES,"Industrial companies, producing for the export market, benefit from duty-free import of capital goods with no local equivalents. These companies also benefit from a full tax and duty exemption on raw materials, semi-finished goods, and services necessary for operation. The Export Promotion Fund, a state fund managed by the Export Promotion Center, provides financial support to Tunisian resident exporting companies. This fund partially finances a range of promotional actions in target countries, with preferential treatment of exports to sub-Saharan African countries. Activities receiving partial support include market research, participation in trade fairs and international bids, visits for international buyers, and the development of marketing and branding materials. Tunisia does not regularly notify its agricultural domestic support and export subsidy outlays to the WTO. 496 | FOREIGN TRADE BARRIERS",58,TUNISIA
GOVERNMENT PROCUREMENT,"The High Committee on Public Procurement, within the Prime Ministry, represents the highest authority for examination, auditing, recourse, and assistance in all public procurement operations. As of September 2018, all public procurement operations are conducted electronically through a bidding platform called the Tunisia Online E-Procurement System. Winning bidders are selected on the basis of “the lowest bid that meets the specifications.” However, this does not apply to procurements by the Ministry of Defense, the Ministry of Interior, three major state banks, and other ministries when their procurements relate to security. Moreover, Tunisia’s public procurement law gives preference to national products over foreign products of equal quality, provided the domestic products are not more than 10 percent more expensive. Tunisia is neither a Party to the WTO Agreement on Government Procurement nor an observer to the WTO",58,TUNISIA
INTELLECTUAL PROPERTY PROTECTION,"Although Tunisia has made some progress with respect to intellectual property (IP) protection and enforcement, the prevalence of, and trade in, counterfeit and pirated goods remains a concern. The United States will continue to engage with Tunisia to improve IP protection and IP rights enforcement in the region.",58,TUNISIA
BARRIERS TO DIGITAL TRADE,"The Tunisian Dinar is a non-convertible currency, so Tunisian citizens cannot open foreign currency bank accounts, with some exceptions. This limits Tunisians’ ability to purchase goods and services online or receive payments from foreign digital firms. Foreign investors and resident exporters have the right to hold foreign currency accounts with authorization from the Central Bank of Tunisia. Individuals of Tunisian nationality and any company incorporated in Tunisia (and receiving most of its revenues from operations in Tunisia) operating in the telecommunications, information technology, education and academia, advice or research sectors can use “Digital Technology Charge Cards” issued by the Ministry of Communication Technologies and Digital Economy to make international purchases of certain digital products and services. Individual users are limited to the equivalent of 1,000 dinars (approximately $366) in annual purchases, while companies are limited to 10,000 dinars (approximately $3,663).",58,TUNISIA
INVESTMENT BARRIERS,"Entering Tunisia’s domestic market, particularly the services sector, remains difficult for foreign investors. Foreign ownership is limited to 49 percent in many sectors, and the process of investing is particularly challenging in areas that are not government priorities (i.e., where there are no public tenders). Under Tunisia’s investment code, high-value joint ventures with a foreign investor must be approved by the Tunisian government, which assesses the potential benefit of the investment to the Tunisian economy. Investors in Tunisia frequently complain of delays, lack of transparency regarding rules and fees, competition from state-owned enterprises, and other bureaucratic complications in the process of registering a business. On April 1, 2017, a new Tunisian investment law intended to facilitate increased foreign investment into Tunisia took effect. In May 2018, the government adopted ministerial decree No. 417, publishing a list of 100 economic activities in sectors requiring government authorization for investment. The sectors include: natural resources and construction materials, transportation by land, sea, and air, banking, finance, insurance, hazardous and polluting industries, health, education, telecommunications, and services. At the time the decree was adopted, the government announced plans to shorten the list of sectors requiring authorization within three years but has taken no action to date and there is no clear timeline for progress. FOREIGN TRADE BARRIERS | 497",58,TUNISIA
ANTICOMPETITIVE PRACTICES,"State-owned enterprises (SOEs) maintain monopolies in key economic sectors considered sensitive by the government, such as transportation and distribution of water and electricity. These monopolies limit opportunities for U.S. and other foreign companies in these sectors. Importation of basic staples and strategic items such as cereals, sugar, edible oil, and steel also remain under SOE control.",58,TUNISIA
OTHER BARRIERS,"Although Tunisia continues to make efforts to expand opportunities for businesses, U.S. companies across a range of sectors report that cumbersome, time-consuming government processes and inconsistent regulatory practices make it difficult to enter and operate in the Tunisian market. 498 | FOREIGN TRADE BARRIERS",58,TUNISIA
TRADE SUMMARY,"The U.S. goods trade deficit with Turkey was $1.0 billion in 2020, a 68.5 percent increase ($410 million) over 2019. U.S. goods exports to Turkey were $10.0 billion, down 0.3 percent ($25 million) from the previous year. Corresponding U.S. imports from Turkey were $11.0 billion, up 3.6 percent. Turkey was the United States’ 27th largest goods export market in 2020. U.S. exports of services to Turkey were an estimated $4.2 billion in 2019 and U.S. imports were $2.0 billion. Sales of services in Turkey by majority U.S.-owned affiliates were $4.6 billion in 2018 (latest data available), while sales of services in the United States by majority Turkey-owned firms were $143 million. U.S. foreign direct investment in Turkey (stock) was $3.3 billion in 2019, a 14.6 percent decrease from 2018. U.S. direct investment in Turkey is led by manufacturing, wholesale trade, and depository institutions.",59,TURKEY
TRADE AGREEMENTS,The United States–Turkey Trade and Investment Framework Agreement,59,TURKEY
The United States–Turkey Trade and Investment Framework Agreement,"The United States and Turkey signed a Trade and Investment Framework Agreement on September 29, 1999. This Agreement is the primary mechanism for discussions of trade and investment issues between the United States and Turkey.",59,TURKEY
IMPORT POLICIES,Tariffs and Taxes,59,TURKEY
Tariffs and Taxes,Tariffs,59,TURKEY
Non-Tariff Barriers,Import Restrictions,59,TURKEY
TECHNICAL BARRIERS TO TRADE / SANITARY AND PHYTOSANITARY BARRIERS,Technical Barriers to Trade,59,TURKEY
Technical Barriers to Trade,Pharmaceuticals Good Manufacturing Practices Certification,59,TURKEY
Sanitary and Phytosanitary Barriers,Agricultural Biotechnology,59,TURKEY
SUBSIDIES,"Turkey is significantly overdue on its required WTO notifications on agricultural domestic support. Although Turkey has large agricultural support programs in place, which include price support programs and input subsidies, Turkey has only recently started submitting overdue updates on domestic support programs to the WTO. In 2018, the update covered subsidies for the years 2001-2009, while in 2019, the update covered subsidies for the years 2010-2013. The United States and other WTO Members continue regularly to raise this transparency and timeliness concern with Turkey at the WTO. Additionally, U.S. exporters have expressed concerns about Turkey’s subsidies and inward processing scheme for wheat. There is no monitoring within the scheme to ensure that the quality and characteristics of imported wheat are the same as the domestic wheat used in exported flour and wheat products. Such monitoring is a required component of an inward processing scheme under the WTO Agreement on Subsidies and Countervailing Measures.",59,TURKEY
GOVERNMENT PROCUREMENT,"Turkey is not a Party to the WTO Agreement on Government Procurement, but has been an observer to the WTO Committee on Government Procurement since June 1996. Turkish Government contracting officials are authorized to issue tender documents with provisions that restrict foreign companies’ participation and that award price advantages of up to 15 percent (particularly for high technology products) to domestic bidders. Although Turkish government procurement law requires government contracting agencies to consider best value pricing, the lowest-cost bids are selected in a majority of tenders. In a scenario involving the procurement of highly technical goods or services, this may prevent consideration of bids from firms with the highest capacity and best abilities, including U.S. firms, those that provide a greater number of services, lower life cycle costs, and higher quality",59,TURKEY
INTELLECTUAL PROPERTY PROTECTION,"In 2020, Turkey remained on the Watch List in the Special 301 Report in light of intellectual property (IP) rights issues that represent barriers to U.S. exports and investment. U.S. industry sources report significant problems involving the export from and trans-shipment through Turkey of counterfeit goods, as well as software piracy, piracy of printed works, and online piracy. These sources report that the judicial system as a whole, including judges, prosecutors, and police, fails to adequately address IP-related crime. While the entry into force of Turkey’s Industrial Property Law and implementing decrees brought industrial property rights under a single law, increased the capacity of the Turkish Patent Office, and improved the legal framework for technology commercialization and transfer, IP rights enforcement in Turkey still suffers from a lack of awareness and training among judges, as well as a lack of prioritization among government bodies of efforts to combat IP crimes. U.S. pharmaceutical companies continue to raise concerns that Turkey does not adequately protect against the unfair commercial use, as well as unauthorized disclosure, of test or other data submitted to obtain marketing approval for pharmaceutical products. These stakeholders also stress that Turkey needs to encourage early resolution of pharmaceutical patent disputes. In addition, the Notorious Markets List notes the Grand Bazaar, Istanbul, as a continuing source of counterfeit products.",59,TURKEY
SERVICES BARRIERS,Professional Services,59,TURKEY
Professional Services,"Turkish citizenship is required to practice as an accountant, a certified public accountant, or a lawyer representing clients in Turkish courts. FOREIGN TRADE BARRIERS | 505",59,TURKEY
BARRIERS TO DIGITAL TRADE,Data Localization,59,TURKEY
Data Localization,"Data localization requirements found in various Turkish laws and regulations restrict the free flow of data and hamper the ability of foreign suppliers of information and communications technology (ICT) services to access the Turkish market. The 2016 Law on the Protection of Personal Data limits transfers of personal data outside of Turkey unless a company meets certain criteria, including (1) explicit consent from the data subject, (2) approval from the Personal Data Protection Authority (KVKK), or (3) involves a transfer to a country whose data protection regime has been deemed by the KVKK as providing adequate protection for such data (as of yet, Turkey has not published a list of approved countries deemed to provide adequate data protection). Companies based outside of Turkey and relying on the transfer of personal data for their operations may find it difficult to comply with these restrictions. Turkey’s data transfer restrictions may result in larger companies being compelled to localize their data in Turkey in order to comply with the law’s data protection requirements, which will likely create a barrier to entry for small- and medium- sized businesses and will increase costs for many firms. In addition, in July 2019, Turkey’s Office of the Presidency published a measure (Circular No. 2019/12) that prohibits public institutions and organizations from using cloud-computing services. The Circular also requires that certain critical information and data, such as health records and biometric data, be stored domestically. In early 2018, the Capital Markets Board of Turkey published the “Communique on Information Systems Management,” which requires publicly traded companies to keep their primary and secondary information systems, data, and infrastructure within Turkey. Turkey’s “Law on Payments and Security Settlement Systems, Payment Services and Electronic Money Institutions” (or “E-Payment Law”) requires information systems used by financial firms for keeping documents and records to be located within Turkey. Many U.S. firms, which depend on a globally distributed network data architecture, view these requirements as unworkable given their business models. The strict implementation of the E-Payment Law by Turkey’s Banking Regulation and Supervision Agency has had a negative impact on foreign suppliers offering Internet-based payment services and has led one prominent U.S. firm to suspend its operations in Turkey.",59,TURKEY
Technology,"In 2011, the Information and Communication Technologies Authority (BTK), under the Ministry of Transport and Infrastructure, imposed regulations on the use of encryption in hardware and software. Suppliers are required to provide encryption keys to state authorities before they can offer their products or services to individuals or companies within Turkey. Failure to comply can result in administrative fines and, in cases related to national security, prison sentences. The Turkish Government also has blocked encrypted messaging services on several occasions in recent years.",59,TURKEY
Internet Services,"Turkey’s Law No. 5651 gives BTK the responsibility to enforce bans on Internet content deemed offensive by Turkish courts. BTK has used its authority to block access to various Internet-based service suppliers, including U.S. suppliers. The Turkish Government also has slowed down Internet connectivity on occasion, which hampers the ability of Internet services to reach their customers. Further, Internet services face potential liability under broad and vague standards for content posted by their users that is deemed blasphemous, discriminatory, or insulting. This potential liability makes it difficult for U.S. companies that depend on user-generated content to operate in Turkey. 506 | FOREIGN TRADE BARRIERS",59,TURKEY
INVESTMENT BARRIERS,"For a number of years after it began implementing significant reforms to banking and other economic policies in the early 2000s, Turkey was able to attract a considerable amount of foreign investment, both direct and indirect. Turkey’s generally liberal investment policies, strategic location, and relative overall stability as a strongly performing emerging market made it attractive to many foreign businesses, particularly from Europe, but also from the United States. Over the past several years, however, as economic and democratic reforms have stalled and in some cases have regressed, foreign investors have become much more cautious. According to balance of payments data from the Central Bank of the Republic of Turkey (CBRT), Turkey attracted a total of $5.6 billion in foreign direct investment (FDI) in 2019 (latest data available), down from $6.7 billion in 2018 and the lowest figure since 2004. Business executives have cited as causes the opacity of government decision- making, lack of investor confidence in the independence of the CBRT, concerns of many observers about FOREIGN TRADE BARRIERS | 507 the government’s commitment to the rule of law, and high levels of foreign exchange-denominated debt held by Turkish non-financial corporations.",59,TURKEY
OTHER BARRIERS,Corruption,59,TURKEY
Corruption,"Turkey has ratified the Organization for Economic Cooperation and Development anti-bribery convention and passed implementing legislation making it illegal to bribe foreign and domestic officials. Despite these steps, many foreign firms doing business in Turkey perceive corruption of some government officials and politicians to be a serious problem. Some observers perceive the judicial system to be susceptible to external influence from both inside and outside the government and on occasion to be biased against foreigners.",59,TURKEY
Restrictions on Pharmaceutical Reimbursement and Official Exchange Rate for Government Purchases,"U.S. pharmaceutical companies have expressed concerns that their business operations in Turkey are adversely impacted by the Turkish Government’s 2017 decision to restrict reimbursement for pharmaceutical products sold in Turkey and its refusal to adjust adequately the official exchange rate used for government purchases of imported pharmaceutical products. In 2018, the government released two lists totaling approximately 200 pharmaceutical products for which the government would deny reimbursement unless they were manufactured in Turkey. Since government reimbursement covers the vast majority of pharmaceutical products sold in Turkey, U.S. firms assert that denying reimbursement would seriously undermine their ability to market their products in Turkey if they do not manufacture them locally. The government has also indicated it plans an additional three tranches of products to “de-list,” but has not specified dates nor taken any action to implement these further measures. In 2009, companies negotiated with the MOH to sell their products in Turkey using an exchange rate of 1.95 Turkish lira/1.00 Euro (€) for government reimbursements for pharmaceutical products. The government codified this arrangement in a 2009 law, and agreed in that law to adjust the exchange rate if it went up or down by over 15 percent compared to the 2009 baseline. According to U.S. industry, the exchange rate shift against the lira exceeded 15 percent of the baseline in 2011, resulting in an effective price discount in the Turkish market for their products of over 50 percent. Despite multiple Turkish court rulings against the government that obliged it to respect the rate adjustments provided for in the 2009 law, the government only agreed to implement the rulings in 2015; even then, the government arbitrarily chose to reimburse companies for only 70 percent of the previous year’s average daily market exchange rate (reduced to 60 percent in early 2019). The government’s January 2017 pharmaceutical regulation fixed the exchange rate for reimbursement at less than half the current market value. Due to this artificially low reimbursement rate, pharmaceutical companies claim they cannot bring some next-generation drugs to the Turkish market.",59,TURKEY
Delayed Reimbursement by Public and University Hospitals for Medical Devices and Pharmaceuticals,"The Ministry of Health has not paid medical device companies (primarily U.S. companies) for equipment sold to public and university hospitals since 2018, with the total debt to industry surpassing $2 billion as of September 2020. Pharmaceutical wholesalers selling to public hospital pharmacies are in a similar situation. In October 2020, the Ministry of Treasury and Finance assumed the debt from the MOH and 508 | FOREIGN TRADE BARRIERS",59,TURKEY
TRADE SUMMARY,"The U.S. goods trade surplus with Ukraine was $533 million in 2020, a 49.6 percent decrease ($526 million) over 2019. U.S. goods exports to Ukraine were $1.8 billion, down 21.8 percent ($515 million) from the previous year. Corresponding U.S. imports from Ukraine were $1.3 billion, up 0.9 percent. Ukraine was the United States’ 60th largest goods export market in 2020. U.S. foreign direct investment in Ukraine (stock) was $596 million in 2019, a 12.0 percent increase from 2018.",60,UKRAINE
TRADE AGREEMENTS,The United States–Ukraine Trade and Investment Cooperation Agreement,60,UKRAINE
The United States–Ukraine Trade and Investment Cooperation Agreement,"The United States and Ukraine signed a Trade and Investment Cooperation Agreement (TICA) on April 1, 2008. This Agreement is the primary mechanism for discussions of trade and investment issues between the United States and Ukraine. The last meeting of the United States–Ukraine Trade and Investment Council took place in November 2019 in Kyiv. In this meeting, the delegations explored ways to eliminate trade and investment barriers in order to expand economic opportunities and achievements in both countries. The United States will continue to engage with Ukraine under the TICA and other dialogues to urge Ukraine to take steps to eliminate specific market access barriers, improve the transparency and predictability of Ukraine’s regulatory regime, advance the protection and enforcement of intellectual property (IP) rights, and improve the business environment to ensure fair and equitable treatment for every company operating in Ukraine.",60,UKRAINE
IMPORT POLICIES,Tariffs,60,UKRAINE
Tariffs,"Ukraine’s average Most-Favored-Nation (MFN) applied tariff rate was 4.5 percent in 2019 (latest data available). Ukraine’s average MFN applied tariff rate was 9.2 percent for agricultural products and 3.7 percent for non-agricultural products in 2019 (latest data available). Ukraine has bound 100 percent of its tariff lines in the World Trade Organization (WTO), with an average WTO bound tariff rate of 5.8 percent.",60,UKRAINE
Taxes,Value Added Tax,60,UKRAINE
Non-Tariff Barriers,Customs Barriers and Trade Facilitation,60,UKRAINE
TECHNICAL BARRIERS TO TRADE / SANITARY AND PHYTOSANITARY BARRIERS,Technical Barriers to Trade,60,UKRAINE
Technical Barriers to Trade,Conformity Assessment Procedures - EU Technical Regulations and Regimes,60,UKRAINE
Sanitary and Phytosanitary Barriers,Approved Exporters List,60,UKRAINE
GOVERNMENT PROCUREMENT,"Government procurement of goods and services has long been associated with alleged corruption in Ukraine, impeding increased trade and investment in the sector. By most accounts, the public electronic procurement system, ProZorro, which replaced the previous paper tendering process in 2016, has improved transparency and reduced corruption in the procurement process. In addition, since the establishment of the Central Procurement Organization in 2016, the public procurement of medicines has improved but concerns remain centered on the outdated patient reimbursement list that does not consider new products. In 2020, Ukraine’s parliament considered legislation that gives domestic producers preference in government tenders if they can demonstrate at least 30 percent local content. U.S. stakeholders raised concerns that the opaque mechanism for determining the degree of localization could increase the risk of corruption in the procurement process. Ukraine is a Party to the WTO Agreement on Government Procurement. FOREIGN TRADE BARRIERS | 515",60,UKRAINE
INTELLECTUAL PROPERTY PROTECTION,"Ukraine remained on the Priority Watch List in the Special 301 Report. This designation reflects the continuing need, despite some progress, to address the inadequate protection and enforcement of IP rights and remedy the related market access barriers to U.S. exports and investment. In 2017, the United States announced the partial suspension of Generalized System of Preferences (GSP) benefits to Ukraine due to inadequate protection and enforcement of IP. The announcement specifically referenced the importance of improving Ukraine’s system for collective management organizations (CMOs). In July 2018, Ukraine enacted legislation that fundamentally reformed its CMO system. In 2019, the United States announced the partial restoration of GSP benefits due to tangible steps Ukraine has taken to reform its CMO regime. The United States will continue to work with Ukraine to assist in the development of a transparent, fair and predictable system for the collective management of copyrights. Online piracy and trademark counterfeiting remain a significant problem in Ukraine. In 2020, the Cyber Police launched criminal investigations against several major illicit websites. However, as outlined in the Notorious Markets List, both physical and online markets that facilitate significant copyright piracy and trademark counterfeiting continue to operate in Ukraine. Concerns remain regarding the use of unlicensed software by government agencies. The Cabinet of Ministers adopted a resolution in 2018 requiring government agencies to stop using unlicensed software by the end of 2019. Right holders report that implementation of this resolution over the last two years has been slow. In addition, the U.S. Government will continue to engage with Ukraine regarding implementation of its new patent law, new copyright law reforms, and the operation of the new National IP",60,UKRAINE
SERVICES BARRIERS,Audiovisual Services,60,UKRAINE
Audiovisual Services,"Ukrainian law requires film prints to be produced in Ukraine. According to U.S. industry, this requirement is a significant impediment for distributors of foreign films. In addition, U.S. stakeholders have raised concerns about a recent law that requires dubbing of foreign-language films to be shown on television or through video-on-demand, limits screening of foreign-language films to ten percent of all screenings per month per movie theatre, and applies a 20 percent VAT to the screenings of foreign-language films with subtitles. With respect to cable television, U.S. stakeholders have asserted that a lack of transparency and oversight has allowed cable operators to underreport the number of their subscribers, which allows the operators to underpay for the channels they carry. The United States is working with Ukraine on these issues. In early 2020, the Ukrainian parliament considered the draft law “On Media Registration and Regulation” mandating that traditional and on-demand content providers meet minimum local- or European-content thresholds, register with Ukraine’s National Council of Television and Radio Broadcasting, and submit new content to the Ministry of Culture to ensure it complies with a series of restrictions on materials deemed culturally and politically subversive. However, the current text of the draft law exempts foreign studios, as well as video on-demand providers, from the law’s requirements. The U.S. Government is working with the Government of Ukraine to preserve the exemptions for foreign companies. 516 | FOREIGN TRADE BARRIERS",60,UKRAINE
INVESTMENT BARRIERS,Privatization,60,UKRAINE
Privatization,"The State Property Fund of Ukraine oversees the technical aspects of the privatization process in Ukraine, while the Cabinet of Ministers handles the strategic aspects of this process. In March 2018, Ukraine passed a new privatization law that was widely welcomed as a substantial improvement over previous legislation. The 2018 law ensures that in nearly all cases, the government will hire reputable international advisory firms to run the privatization process in a transparent manner. The Ukrainian Government has vowed to implement a series of major privatization reforms, including a dramatic reduction of the number of state- owned enterprises previously deemed strategic and exempt from sale. As a first step, the Ukrainian parliament voted in October 2019 to nullify legislation from 1999 banning the privatization of a lengthy list of state assets, leaving only a short list of companies (state-owned entities and strategic infrastructure) to be barred from privatization. The Ukrainian parliament has not yet approved the new list. The United States has provided significant technical assistance to Ukraine to support an open and transparent privatization process.",60,UKRAINE
OTHER BARRIERS,Corruption,60,UKRAINE
Corruption,"Businesses in Ukraine have long suffered from abusive investigative activities by Ukrainian law enforcement personnel, and Ukraine’s court system offers little protection from corruption and abuse. Business complaints mainly concern the unlawfulness of law enforcement agencies’ actions, abuse of power, corruption, and unlawful pressure. To address those concerns, the Government of Ukraine has, among other steps, considered forming a single unified body that would replace the notoriously corrupt Tax Police and take over investigation of economic crimes from the State Security Service and the National Police. To that end, the Ukrainian parliament is considering a draft law “On the Economic Security Bureau” related to the creation of a new unified investigative body. However, in its current form, the bill does not fully reflect the recommendations of international stakeholders. Specifically, there are concerns related to the proposed bureau’s operational independence and accountability. There is a significant risk that if the draft law is adopted in its current form, the agency will replicate some of the problems of the tax police it is intended to replace and fail to deprive the State Security Service of its economic crime investigative functions. In another step to address corruption in Ukraine, in June 2018, the Government of Ukraine created the High Anti-Corruption Court of Ukraine (HACC). The court issued its first sentence in October 2019. As of the end of August 2020, the HACC has issued 16 convictions (15 guilty verdicts and one non-guilty verdict) but only eight convictions have been finalized; the rest are currently being appealed. In late October 2020, however, an adverse ruling by the Constitutional Court of Ukraine striking down the asset declaration law has brought into question the future of Ukraine’s anti-corruption efforts.",60,UKRAINE
Export Policies,"A variety of products remain subject to licensing by the Ministry of Economic Development, Trade, and Agriculture prior to export. Products that require such a license include: precious metals (silver and gold) and their scrap; ozone-depleting substances; pharmaceuticals; paints and lacquers; dyes; cosmetic products; pedicure and manicure products; hygiene products including shampoos, toothpaste, detergents, shaving aerosols, and deodorants; lubricants; waxes; shoe polishes; insecticides; solvents; silicone; fire extinguishers and the chemicals that fill extinguishers; refrigerators and freezers; air conditioners; FOREIGN TRADE BARRIERS | 517 humidifiers; aerosols used for self-defense; fungicides; and other selected industrial chemical products. Since May 2017, the Ukrainian Government has required an export license for anthracite coal exports because Ukrainian thermal power plants consume primarily this coal grade and the majority of domestic coal production remained in Russia-controlled territories in Ukraine. The Ukrainian Government has eliminated most export duties, with the notable exception of duties on natural gas, livestock, raw hides, some oilseeds (in particular sunflower seed, flaxseed, and linseed), ferrous scrap metal, and raw timber. 518 | FOREIGN TRADE BARRIERS",60,UKRAINE
TRADE SUMMARY,"The U.S. goods trade surplus with United Arab Emirates was $11.7 billion in 2020, a 25.2 percent decrease ($3.9 billion) over 2019. U.S. goods exports to United Arab Emirates were $14.8 billion, down 26.1 percent ($5.2 billion) from the previous year. Corresponding U.S. imports from United Arab Emirates were $3.1 billion, down 29.3 percent. United Arab Emirates was the United States’ 19th largest goods export market in 2020. Sales of services in United Arab Emirates by majority U.S.-owned affiliates were $9.5 billion in 2018 (latest data available), while sales of services in the United States by majority United Arab Emirates-owned firms were $2.4 billion. U.S. foreign direct investment in United Arab Emirates (stock) was $17.2 billion in 2019, a 1.6 percent decrease from 2018. U.S. direct investment in United Arab Emirates is led by mining, wholesale trade, and manufacturing.",61,UNITED ARAB EMIRATES
TRADE AGREEMENTS,The United States–United Arab Emirates Trade and Investment Framework Agreement,61,UNITED ARAB EMIRATES
The United States–United Arab Emirates Trade and Investment Framework Agreement,The United States and the United Arab Emirates (UAE) signed a Trade and Investment Framework Agreement (TIFA) in March 2004. This Agreement is the primary mechanism for discussions of trade and investment issues between the United States and the UAE.,61,UNITED ARAB EMIRATES
IMPORT POLICIES,Tariffs and Taxes,61,UNITED ARAB EMIRATES
Tariffs and Taxes,Tariffs,61,UNITED ARAB EMIRATES
Non-Tariff Barriers,Import Bans and Restrictions,61,UNITED ARAB EMIRATES
TECHNICAL BARRIERS TO TRADE / SANITARY AND PHYTOSANITARY BARRIERS,Technical Barriers to Trade,61,UNITED ARAB EMIRATES
Technical Barriers to Trade,Conformity Assessment and Marking Requirements,61,UNITED ARAB EMIRATES
Sanitary and Phytosanitary Barriers,Livestock,61,UNITED ARAB EMIRATES
